customer_number,campaign_period_sales,historical_sales_volume,date_of_first_purchase,number_of_prior_year_transactions,do_not_direct_mail_solicit,do_not_email,do_not_telemarket,repurchase_method,last_transaction_channel,desk,executive_chair,standard_chair,monitor,printer,computer,insurance,toner,office_supplies,number_of_employees,language,num_emp,cp_sales,years_as_customer,hist_sales_bin,hist_years_as_customer_bin,hist_transactions_bin,repurchase_method_AUTO RENEW,repurchase_method_NOTICE,repurchase_method_PAYMENT PLAN,last_transaction_channel_AUTO RENEW,last_transaction_channel_BILLING,last_transaction_channel_BRANCH (PHONE),last_transaction_channel_BRANCH (POS),last_transaction_channel_IT,last_transaction_channel_MAIL,last_transaction_channel_NONE,last_transaction_channel_PHONE,last_transaction_channel_WEB,num_emp_avg_3,num_emp_avg_8,num_emp_avg_25,num_emp_avg_75,num_emp_avg_300,num_emp_avg_500,sale_1319.313_to_155862.72,sale_155862.72_to_303035.2,sale_303035.2_to_517717.2,sale_517717.26_to_929078.857,sale_929078.857_to_34412125.8,Years_0-10,Years_11-20,Years_21-30,Years_30-40,Years_40-50,Years_50+,Transactions_0-5,Transactions_6-10,Transactions_11-15,Transactions_16-20,Transactions_21-25,Transactions_25+,probs,success_pred
10041420,0.0,170072.53333333333,1991-03-15,20,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,1,1,1-5,English,3,0,28,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7592645345580569,0
10041664,0.0,1794554.6666666663,1997-07-15,26,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,11-50,English,25,0,22,sale_929078.857_to_34412125.8,21-30,25+,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.7307716331269198,0
10041716,1390.4,1148470.4,1982-05-01,14,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,500+,English,500,1,37,sale_929078.857_to_34412125.8,30-40,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.8581991458092415,0
10052132,0.0,923945.0,1987-11-15,25,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,1,0,1,51-100,English,75,0,32,sale_517717.26_to_929078.857,30-40,21-25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7999627917669638,0
10059323,0.0,78950.0,1997-03-01,7,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,1,0,0,6-10,NONE,8,0,22,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7854669021505197,0
10061718,2504.6666666666665,147775.3333333333,1994-02-15,43,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,25,sale_1319.313_to_155862.72,21-30,25+,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.49075902972463437,1
10064912,631.8333333333334,697544.0,1993-02-01,24,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,51-100,English,75,1,26,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7545792476871065,0
10066538,3456.666666666666,746640.0,1995-02-01,8,0.0,0.0,0.0,NOTICE,BRANCH (PHONE),0,0,1,1,0,0,0,0,0,NONE,NONE,8,1,24,sale_517717.26_to_929078.857,21-30,6-10,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.34623646673423425,1
10067701,1295.0166666666667,431240.5500000001,1978-10-15,14,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,1,0,0,0,0,0,1,1,0,NONE,NONE,8,1,41,sale_303035.2_to_517717.2,40-50,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.11749326885011158,1
10068271,0.0,53297.828571428574,1984-12-01,6,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,NONE,8,0,35,sale_1319.313_to_155862.72,30-40,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.8264523276759609,0
10069662,0.0,252798.8,2008-04-11,7,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,11,sale_155862.72_to_303035.2,11-20,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8531398900321059,0
10069741,0.0,56133.65333333334,1990-12-15,4,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,101-500,English,300,0,29,sale_1319.313_to_155862.72,21-30,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8515320273228294,0
10071762,0.0,325155.5047619048,1983-08-01,4,0.0,1.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,0,36,sale_303035.2_to_517717.2,30-40,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8977918136303403,0
10073096,0.0,85561.57866666668,1996-09-01,8,1.0,1.0,1.0,NOTICE,BRANCH (POS),0,0,0,0,0,0,0,0,1,1-5,NONE,3,0,23,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8336837258340012,0
10075596,0.0,6584177.6,2014-09-09,7,0.0,0.0,0.0,AUTO RENEW,PHONE,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,5,sale_929078.857_to_34412125.8,0-10,6-10,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.8338306663595734,0
10080965,0.0,19798.43666666667,1984-09-01,1,0.0,0.0,0.0,AUTO RENEW,WEB,0,0,0,0,0,0,0,0,0,1-5,English,3,0,35,sale_1319.313_to_155862.72,30-40,0-5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.7792928234496415,0
10082546,0.0,1741543.4666666668,1997-04-01,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,1,1,51-100,English,75,0,22,sale_929078.857_to_34412125.8,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8517597943899091,0
10083360,0.0,519135.9085714287,1997-04-01,24,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,1,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_517717.26_to_929078.857,21-30,21-25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7795109071044928,0
10087647,151.6266666666667,21682.61333333333,1989-09-01,11,1.0,0.0,1.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,1-5,English,3,1,30,sale_1319.313_to_155862.72,21-30,11-15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7915173783704601,0
10092037,0.0,1041495.4666666666,1995-10-15,16,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_929078.857_to_34412125.8,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.861221990109316,0
10093881,0.0,183545.8333333333,2004-05-17,1,0.0,0.0,0.0,NOTICE,NONE,0,0,0,0,0,0,1,0,0,NONE,NONE,8,0,15,sale_155862.72_to_303035.2,11-20,0-5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8746306998294513,0
10098604,151.23809523809524,101329.5238095238,1976-02-01,5,0.0,1.0,0.0,NOTICE,BRANCH (PHONE),0,0,0,0,0,0,0,0,1,6-10,NONE,8,1,43,sale_1319.313_to_155862.72,40-50,0-5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.3224403461352706,1
10098851,322.9942857142857,62014.90285714285,2004-08-30,12,1.0,1.0,1.0,AUTO RENEW,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,1,15,sale_1319.313_to_155862.72,11-20,11-15,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.6762532642633918,0
10099499,154.47466666666668,76464.96,2005-02-14,15,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,1-5,English,3,1,14,sale_1319.313_to_155862.72,11-20,11-15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.7211321396708978,0
10109296,0.0,261139.80952380953,1997-07-15,20,0.0,1.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7756125843375593,0
10112276,0.0,133213.33333333337,1987-07-01,5,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,1,1,6-10,English,8,0,32,sale_1319.313_to_155862.72,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.8876575981528366,0
10114932,0.0,841480.0,1995-04-15,4,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,24,sale_517717.26_to_929078.857,21-30,0-5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8901468654500814,0
10116585,0.0,550420.0000000001,1996-10-01,6,1.0,1.0,1.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,23,sale_517717.26_to_929078.857,21-30,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8167064263892908,0
10117195,3401.4500000000007,2333394.7,1980-07-01,7,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,1,1,1,1,1,1,1,1,1,NONE,NONE,8,1,39,sale_929078.857_to_34412125.8,30-40,6-10,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.08756117311915002,1
10118264,0.0,326621.86666666664,1998-02-15,7,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,1,0,1,6-10,English,8,0,21,sale_303035.2_to_517717.2,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8668709017757067,0
10119498,0.0,82003.88,2015-03-18,3,1.0,1.0,1.0,NOTICE,BRANCH (POS),0,0,0,0,0,0,0,0,1,NONE,NONE,8,0,4,sale_1319.313_to_155862.72,0-10,0-5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8799014303008561,0
10120688,344.8,95164.8,2018-04-22,2,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,0,1,11-50,English,25,1,1,sale_1319.313_to_155862.72,0-10,0-5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8952423056504065,0
10122171,0.0,273117.75,1994-10-15,17,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,1-5,English,3,0,25,sale_155862.72_to_303035.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.690190017168014,0
10123940,0.0,209320.0,1979-09-15,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,11-50,English,25,0,40,sale_155862.72_to_303035.2,30-40,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7660294089070201,0
10127990,0.0,401204.5714285715,1996-02-15,18,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.796688425074132,0
10133995,1901.166666666667,45628.0,1980-01-01,31,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,39,sale_1319.313_to_155862.72,30-40,25+,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4772102980271514,1
10137192,0.0,1707912.5,2008-01-24,5,1.0,1.0,1.0,NOTICE,MAIL,1,0,0,0,0,0,0,0,0,500+,Spanish,500,0,11,sale_929078.857_to_34412125.8,11-20,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.9169265098370236,0
10138900,0.0,301576.0000000001,1979-04-01,23,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,11-50,English,25,0,40,sale_155862.72_to_303035.2,30-40,21-25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.7462109241595783,0
10140470,470.94400000000013,222285.56800000003,1985-02-15,4,0.0,0.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,0,0,1,11-50,English,25,1,34,sale_155862.72_to_303035.2,30-40,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.900416698819431,0
10140636,0.0,268501.33333333326,1990-01-01,8,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,29,sale_155862.72_to_303035.2,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8070564954282327,0
10141824,0.0,112158.66666666666,1989-04-15,4,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,30,sale_1319.313_to_155862.72,21-30,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.8549103599479101,0
10142450,0.0,453381.6857142857,1996-09-01,15,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,1,1,6-10,English,8,0,23,sale_303035.2_to_517717.2,21-30,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7734522592098985,0
10142759,0.0,377785.33333333343,1992-04-01,17,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,27,sale_303035.2_to_517717.2,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7761869480504813,0
10145046,235.52,143196.15999999995,1992-01-01,19,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,1,27,sale_1319.313_to_155862.72,21-30,16-20,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7515875250367129,0
10145792,0.0,468090.8571428571,1980-01-15,15,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,39,sale_303035.2_to_517717.2,30-40,11-15,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8190085149310978,0
10146336,0.0,593202.8571428572,1989-12-25,23,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,30,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8267057015315719,0
10147237,0.0,85982.4,2007-01-27,4,1.0,1.0,1.0,NOTICE,BRANCH (POS),0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,12,sale_1319.313_to_155862.72,11-20,0-5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8231297885205007,0
10150015,0.0,11356756.0,1996-10-15,23,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,English,8,0,23,sale_929078.857_to_34412125.8,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8023150584157295,0
10150457,0.0,1452278.933333333,1992-08-01,19,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,0,1,1,11-50,English,25,0,27,sale_929078.857_to_34412125.8,21-30,16-20,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0.8535442250822467,0
10151143,0.0,2842318.266666666,1996-05-01,4,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,23,sale_929078.857_to_34412125.8,21-30,0-5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0.9044486537076658,0
10154788,178.41904761904766,642308.5714285716,2015-12-10,24,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,4,sale_517717.26_to_929078.857,0-10,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8124731921880015,0
10157602,0.0,611271.04,1984-07-15,19,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,11-50,English,25,0,35,sale_517717.26_to_929078.857,30-40,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7976127797885391,0
10157707,308.7619047619048,43226.66666666666,2010-09-20,1,1.0,1.0,1.0,NOTICE,WEB,0,0,0,0,0,0,1,0,1,6-10,English,8,1,9,sale_1319.313_to_155862.72,0-10,0-5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8802160869750034,0
10162710,0.0,200786.05714285714,1997-03-15,9,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,22,sale_155862.72_to_303035.2,21-30,6-10,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.866489227494801,0
10163435,0.0,26810.0,2016-05-13,3,0.0,0.0,0.0,NOTICE,PHONE,0,0,0,0,0,0,1,0,1,6-10,English,8,0,3,sale_1319.313_to_155862.72,0-10,0-5,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8952423056504065,0
10164067,0.0,112612.5,1991-11-15,21,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,51-100,English,75,0,28,sale_1319.313_to_155862.72,21-30,21-25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7309753553638919,0
10164192,0.0,1199516.0,2012-12-21,20,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,7,sale_929078.857_to_34412125.8,0-10,16-20,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.849307545544252,0
10168075,0.0,666655.0,1995-03-01,17,0.0,0.0,0.0,NOTICE,BRANCH (POS),0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.805763440236788,0
10170967,0.0,135120.11428571428,1995-05-01,6,0.0,1.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,English,8,0,24,sale_1319.313_to_155862.72,21-30,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.8340966410916284,0
10172480,0.0,237486.01066666676,2010-07-01,22,0.0,0.0,0.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,1,1,1-5,English,3,0,9,sale_155862.72_to_303035.2,0-10,21-25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.6947909173812016,0
10177351,0.0,657824.8,1991-11-15,21,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,0,28,sale_517717.26_to_929078.857,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8267057015315719,0
10179474,267.2761904761905,101030.4,1966-07-01,21,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,1,1,6-10,English,8,1,53,sale_1319.313_to_155862.72,50+,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.10959262552110371,1
10182870,198.66666666666663,30396.0,2013-04-18,9,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,6-10,NONE,8,1,6,sale_1319.313_to_155862.72,0-10,6-10,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8203392266373702,0
10192857,0.0,158336.0,1975-06-15,1,1.0,1.0,1.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,0,NONE,NONE,8,0,44,sale_155862.72_to_303035.2,40-50,0-5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.30092032286143666,1
10194239,419.072,729185.2799999998,1971-02-15,15,0.0,0.0,0.0,NOTICE,MAIL,0,1,0,0,0,0,0,0,1,1-5,Japanese,3,1,48,sale_517717.26_to_929078.857,40-50,11-15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.25091908017493536,1
10195050,255.0476190476191,294580.0,1994-04-15,15,1.0,1.0,1.0,AUTO RENEW,AUTO RENEW,0,0,0,0,0,0,0,0,1,6-10,English,8,1,25,sale_155862.72_to_303035.2,21-30,11-15,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7674718981143976,0
10199114,1341.0,28161.0,1974-02-01,23,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,0,NONE,NONE,8,1,45,sale_1319.313_to_155862.72,40-50,21-25,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.10070274907494758,1
10200165,801.6666666666667,817700.0000000001,1983-03-01,20,0.0,0.0,0.0,NOTICE,WEB,1,0,0,0,0,0,1,0,1,101-500,English,300,1,36,sale_517717.26_to_929078.857,30-40,16-20,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.7491865378824922,0
10201624,187.56,343985.04000000004,1990-03-01,14,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,1-5,English,3,1,29,sale_303035.2_to_517717.2,21-30,11-15,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8269120389537854,0
10210158,0.0,899626.4000000001,1989-01-01,17,0.0,0.0,0.0,NOTICE,WEB,0,0,0,0,0,0,0,0,1,1-5,English,3,0,30,sale_517717.26_to_929078.857,21-30,16-20,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.8062295621356952,0
10213213,152.01904761904763,110365.82857142859,1964-02-01,22,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,6-10,English,8,1,55,sale_1319.313_to_155862.72,50+,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.118858814919512,1
10213533,0.0,1549712.5,1997-07-01,21,0.0,0.0,0.0,NOTICE,MAIL,0,0,0,0,0,0,0,0,1,51-100,English,75,0,22,sale_929078.857_to_34412125.8,21-30,21-25,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0.8629603059116296,0
